"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","2021","Stratum_3"," [g]",7325.13366921756,2393.17343621773,0.32670713522602
"1","1985","Stratum_4"," [g]",55185.2130422897,17868.3030611006,0.323787878600879
"1","1986","Stratum_4"," [g]",50262.7434605462,16284.818680798,0.323993828422453
"1","1987","Stratum_4"," [g]",52325.0598555751,16433.7045641621,0.314069484287673
"1","1988","Stratum_4"," [g]",29537.2907775927,9050.43477828938,0.306407071875228
"1","1989","Stratum_4"," [g]",31701.2714845406,9986.15852950329,0.315008138849356
"1","1990","Stratum_4"," [g]",36603.2653310837,11595.9517089723,0.316801017725731
"1","1991","Stratum_4"," [g]",35627.321283247,11261.1167299937,0.316080926782698
"1","1992","Stratum_4"," [g]",35558.8408889956,10749.2355063191,0.302294316619463
"1","1993","Stratum_4"," [g]",38007.8585316008,11658.7177349209,0.306744925532372
"1","1994","Stratum_4"," [g]",30005.1235304534,9243.46783817833,0.308062982270235
"1","1995","Stratum_4"," [g]",21102.1912081272,7038.20716936811,0.33352968419021
"1","1996","Stratum_4"," [g]",38280.2145286352,11403.1356154343,0.297885885851144
"1","1997","Stratum_4"," [g]",28818.8170898204,9056.07139335866,0.314241606972741
"1","1998","Stratum_4"," [g]",26340.7017840373,7553.23978242696,0.286751653177452
"1","1999","Stratum_4"," [g]",43217.1254751763,13347.3763676095,0.308844612427457
"1","2000","Stratum_4"," [g]",48371.2162799158,15597.1370280008,0.322446657899666
"1","2001","Stratum_4"," [g]",35991.5974060367,12275.7574917779,0.341072871906455
"1","2002","Stratum_4"," [g]",36724.1203829042,12248.6195263726,0.333530644128773
"1","2003","Stratum_4"," [g]",32932.7852060205,10759.7300057237,0.326717887309352
"1","2004","Stratum_4"," [g]",23836.1830102918,7865.69574609592,0.329989736305504
"1","2005","Stratum_4"," [g]",34780.6195888431,11732.9579873914,0.337341833644479
"1","2006","Stratum_4"," [g]",33850.026864319,10864.1195019766,0.320948622744768
"1","2007","Stratum_4"," [g]",56136.5229031634,18086.1455083968,0.322181435063153
"1","2008","Stratum_4"," [g]",44084.5573913164,13834.8344744406,0.313824960328755
"1","2009","Stratum_4"," [g]",31372.9451910044,9177.06761605199,0.292515336388733
"1","2010","Stratum_4"," [g]",38327.0387287507,11085.9445511942,0.28924604975751
"1","2011","Stratum_4"," [g]",45304.5031165379,14159.4011944663,0.312538494419501
"1","2012","Stratum_4"," [g]",42060.3865808714,12943.8192122033,0.307743705287057
"1","2013","Stratum_4"," [g]",31477.2419040697,9520.11998891392,0.302444541295184
"1","2014","Stratum_4"," [g]",28254.7642389449,8861.26643366289,0.313620257409508
"1","2015","Stratum_4"," [g]",34298.2870529275,11044.2072529756,0.322004630608306
"1","2016","Stratum_4"," [g]",35534.1452088833,11125.7768165817,0.313101011750253
"1","2017","Stratum_4"," [g]",28982.7045592756,10040.4185011559,0.34642793534403
"1","2018","Stratum_4"," [g]",25149.3999747945,8083.4293720671,0.321416390854993
"1","2019","Stratum_4"," [g]",30012.7444559271,9382.46836785725,0.312616141507323
"1","2020","Stratum_4"," [g]",27782.4743685202,10929.2758413737,0.393387417420153
"1","2021","Stratum_4"," [g]",27794.1756666714,11505.3715371212,0.413949011300145
"1","1985","Stratum_5"," [g]",36559.3409249234,11847.2534927348,0.324055445010998
"1","1986","Stratum_5"," [g]",31684.9682685233,10552.1128663665,0.333032142463884
"1","1987","Stratum_5"," [g]",32634.4775990333,10444.7520310697,0.320052680462674
"1","1988","Stratum_5"," [g]",18985.4220906525,5958.25143530371,0.313832971785086
"1","1989","Stratum_5"," [g]",20843.0864497213,6677.71941783006,0.320380546035655
"1","1990","Stratum_5"," [g]",26879.7103257116,8615.77066454915,0.320530636682784
"1","1991","Stratum_5"," [g]",18871.4531152207,6200.14229460035,0.328546098530147
"1","1992","Stratum_5"," [g]",23741.1127744183,7209.06230156177,0.303653092003747
"1","1993","Stratum_5"," [g]",26184.0304722584,8062.8982289674,0.307931899082914
"1","1994","Stratum_5"," [g]",19216.0478005646,6121.82397797181,0.318578723445512
"1","1995","Stratum_5"," [g]",13046.8588511427,4484.13533097731,0.34369463041938
"1","1996","Stratum_5"," [g]",23993.2801107449,7390.17045862673,0.308010010491112
"1","1997","Stratum_5"," [g]",18359.2617022658,5856.9044114764,0.319016336629353
