"","Acadian redfish..M","Acadian redfish..S","Alewife..M","American plaice..L","American plaice..M","American plaice..S","American shad..L","American shad..M","American shad..S","Atlantic cod..L","Atlantic cod..M","Atlantic cod..S","Atlantic cod..XL","Atlantic croaker..M","Atlantic croaker..S","Atlantic halibut..L","Atlantic halibut..M","Atlantic herring..L","Atlantic herring..M","Atlantic herring..S","Atlantic mackerel..L","Atlantic mackerel..M","Atlantic mackerel..S","Barndoor skate..L","Barndoor skate..M","Barndoor skate..S","Barndoor skate..XL","Black sea bass..M","Black sea bass..S","Blackbelly rosefish..M","Blackbelly rosefish..S","Blueback herring..M","Blueback herring..S","Blueback herring..XS","Bluefish..L","Bluefish..M","Bluefish..S","Buckler dory..M","Buckler dory..S","Butterfish..S","Butterfish..XS","Clearnose skate..L","Clearnose skate..M","Cunner..M","Cusk..L","Fawn cusk-eel..M","Fawn cusk-eel..S","Fourbeard rockling..M","Fourbeard rockling..S","Fourspot flounder..L","Fourspot flounder..M","Fourspot flounder..S","Goosefish..L","Goosefish..M","Goosefish..S","Goosefish..XL","Gulf stream flounder..S","Haddock..L","Haddock..M","Haddock..S","Little skate..M","Little skate..S","Longfin squid..M","Longfin squid..S","Longhorn sculpin..M","Longhorn sculpin..S","Northern kingfish..M","Northern sand lance..M","Northern searobin..M","Northern searobin..S","Northern shortfin squid..M","Northern shortfin squid..S","Ocean pout..L","Ocean pout..M","Ocean pout..S","Offshore hake..M","Offshore hake..S","Pollock..L","Pollock..M","Pollock..S","Pollock..XL","Red hake..L","Red hake..M","Red hake..S","Rosette skate..M","Rosette skate..S","Scup..M","Scup..S","Sea raven..L","Sea raven..M","Sea raven..S","Silver hake..L","Silver hake..M","Silver hake..S","Smooth dogfish..L","Smooth dogfish..M","Smooth skate..M","Smooth skate..S","Spiny dogfish..L","Spiny dogfish..M","Spiny dogfish..S","Spot..S","Spotted hake..M","Spotted hake..S","Striped bass..L","Striped bass..M","Striped searobin..L","Striped searobin..M","Striped searobin..S","Summer flounder..L","Summer flounder..M","Summer flounder..S","Thorny skate..L","Thorny skate..M","Thorny skate..S","Thorny skate..XL","Weakfish..M","Weakfish..S","White hake..L","White hake..M","White hake..S","Windowpane..M","Windowpane..S","Winter flounder..L","Winter flounder..M","Winter flounder..S","Winter skate..L","Winter skate..M","Winter skate..S","Winter skate..XL","Witch flounder..L","Witch flounder..M","Witch flounder..S","Yellowtail flounder..L","Yellowtail flounder..M","Yellowtail flounder..S"
"Little skate..M",0.0947980852051075,0.0578088485709661,0.14312591429874,0.130104035217472,0.236915571583185,0.266391873292655,0.0642635119718843,0.059647003237307,0.0707831838806116,0.260729869191273,0.360510559646809,0.551184417037152,0.169438653928098,0.55808786033171,0.5673048805604,0.181564337035153,0.20035319918008,0.104637787120606,0.189337664848438,0.0926583593852355,0.0600571564246748,0.17567591788976,0.130316034949166,0.353017734873493,0.427312294604405,0.355511856309518,0.320898917561872,0.454422803112337,0.448328459051658,0.115665812114014,0.126500534988119,0.0571152324956627,0.100426150467456,0.0496019761483496,0.064964878984363,0.0687401804161224,0.0716545935719252,0.0726484712967745,0.0676845471475022,0.156634025788176,0.0806827876187033,0.346324562701865,0.437960826150316,0.357152509499088,0.0936114247278211,0.42755997410613,0.462944755461177,0.374466109378568,0.312638189632665,0.0839049740623624,0.28037380863813,0.330122101880156,0.0659592727727331,0.077659905129587,0.0829805606835732,0.0555258260790048,0.577815662365016,0.321062960255875,0.409596677365337,0.432206917545899,0,0.594178553396416,0.060163466456521,0.0728551785184138,0.499162923249348,0.545471268939337,0.408706226934564,0.0233849719128465,0.614377032182837,0.721948952033086,0.0528100133524274,0.0606008145322648,0.15762245490399,0.196426145838169,0.443796840208234,0.108530849170417,0.0602994947136972,0.108812478539657,0.111382686661162,0.198669695448343,0.0916963596091799,0.265437297034197,0.359445138941595,0.404617189957759,0.532946078468715,0.677671073146932,0.498550611725324,0.562199322640596,0.146971786004635,0.176469764591351,0.147347714377584,0.0587354624543995,0.11600274837719,0.191516901159295,0.373350111223757,0.428056779121956,0.202381909683565,0.317805816609339,0.146474826250582,0.191091294775201,0.121124596289232,0.508289095397992,0.220181292248866,0.408515252965295,0.0906118184951047,0.171569597034488,0.327214457020271,0.408400669093868,0.358808671477314,0.101426996504405,0.171415137492515,0.245308681209727,0.333820408812135,0.393677668037142,0.487460276482968,0.250737845724326,0.116408230409976,0.219004856137835,0.0883738054369441,0.139400273382978,0.261167282614715,0.334077652298276,0.324017124122545,0.251518367425671,0.308541089184216,0.363450372911993,0.497163177619819,0.754470850124748,0.535760666038925,0.269291335409134,0.234029481068592,0.246652114828906,0.196911551907667,0.477090335222147,0.416841533686981,0.559933956122665
"Little skate..S",0.0630891320629882,0.0627497522349663,0.170650190906581,0.0520989967876853,0.158949560524156,0.158208154041047,0.0624513307091169,0.0663683599107511,0.0819235715032538,0.095925826754804,0.178230931231794,0.538267267843293,0.0594614978511168,0.279391191244571,0.382522748880426,0.0614972943237074,0.0840551811662521,0.075789521766225,0.185832508187608,0.11125709577432,0.054882217148582,0.140878931357568,0.136345042571558,0.110268470190656,0.276401515665743,0.417456173361154,0.0896532849496482,0.175186105088133,0.185032310149526,0.0740778255064485,0.0907689571043727,0.0706969407294676,0.114499847171181,0.0605389600220853,0.0159390819467924,0.0185616801342505,0.0261809023874773,0.0365443071873879,0.0375008078807874,0.14223995929113,0.0970630959063979,0.100659319986542,0.190735221279122,0.158900176977398,0.0558213935220016,0.336685606001406,0.422180898061592,0.347927299858759,0.270428567799438,0.0362624760827608,0.158834903096024,0.341126229745629,0.0148110071162834,0.0208772761227251,0.0261365830800079,0.0151722521449186,0.568996185342297,0.230932496778524,0.286680051716472,0.442917656595921,0.594178553396416,0,0.0270760979898068,0.048834911214285,0.210138423709584,0.349524720420634,0.248858239738518,0.0282647820855979,0.325705019102181,0.478354794713249,0.0293331606449574,0.0400475591460895,0.0692745796627481,0.114829384744763,0.41104185842319,0.0716343492982993,0.0581955832102767,0.0601185786827581,0.0666225019082863,0.196659927348946,0.0431344334128408,0.125765042581088,0.253705847446734,0.420716594290078,0.369110500753837,0.607408781427237,0.414129755106703,0.449986223073857,0.0267084404702427,0.052261808203697,0.0716601385652051,0.0199981590514159,0.064323107591359,0.155225504068877,0.0946033462123538,0.123841167141203,0.154494380960476,0.330143898225183,0.0574493395317618,0.0726891761206789,0.0791851830928832,0.732915185225608,0.123062942777139,0.372706805750411,0.0430793272629,0.123196644735848,0.103321133817229,0.254125076069034,0.351056088601964,0.0389467587016817,0.0963717323987952,0.243339497032363,0.178641666148766,0.2355939680591,0.432956904075945,0.171415995406195,0.0808898560679191,0.183706553109829,0.0461317154566558,0.0940848415397845,0.284292835539528,0.347723817058235,0.385917266375568,0.178273966663911,0.24175855346924,0.303195547629109,0.270797030346483,0.59760971013968,0.815436679812767,0.116478326410604,0.170389317413037,0.185286829672608,0.147336983742437,0.406833674104723,0.354520279589228,0.569592237090183
"Longfin squid..M",0.211327855656861,0.071867103261571,0.0747156181550277,0.00834974493837537,0.0366566901781711,0.061079857915502,0.064625719078748,0.0732858545263646,0.067879332045358,0.186475052016405,0.166538688942132,0.103394809813526,0.248217034914038,0.0908868385838595,0.101233255938056,0.300095016708334,0.221559202892967,0.459441454401985,0.0885922602000189,0.0745235331780469,0.079534009188365,0.303501611265571,0.0695000071585258,0.185848588544472,0.0674892797103186,0.0441593082956154,0.243130215571511,0.0680453749808538,0.0624012132124737,0.594649053704774,0.243290690146488,0.03621159877184,0.0680272917795408,0.0553770588910598,0.463110508016639,0.264103979586869,0.213210686511981,0.304752655445849,0.2205192823811,0.0518272822652946,0.00927887694509322,0.203451752284305,0.140061775675586,0.0226357743995357,0.485942528375721,0.0772257706132549,0.0218773839123627,0.0721678490589668,0.0696871485516536,0.229820421174519,0.328006712308635,0.218070895482524,0.375904761666273,0.426769246351467,0.498393937795734,0.482502149600946,0.0447075635155533,0.167481466178295,0.0749316975626551,0.0810667376705212,0.060163466456521,0.0270760979898068,0,0.77394701036845,0.0871779391109389,0.0949589667581846,0.02840469246626,0.0102394405017708,0.130267557256875,0.203787337312246,0.570180014274593,0.790609579006922,0.00390800272672387,0.00585967345422844,0.0138589754964197,0.248610023183114,0.0805856762648077,0.322398616999902,0.187708155082497,0.0936522751383368,0.198483111414629,0.426242892955192,0.212252692595191,0.0913273627813486,0.101891450611347,0.077546181579109,0.0209267699498595,0.0389614043422047,0.193310491731142,0.282334262243455,0.385070110314228,0.347339617792691,0.352620855772301,0.150543218663368,0.112213518021629,0.121143595555849,0.148622335191233,0.0888387637375092,0.322200524922924,0.23137227589703,0.32036511756026,0.00465944469513613,0.290964799672129,0.236501955588639,0.124227476859201,0.0379561806822869,0.246910962763479,0.279402194817634,0.156085733024331,0.339030445782013,0.336137353131924,0.339836390099559,0.217602166054129,0.132698850325069,0.0849048876057971,0.23629046015205,0.224819958143161,0.204307263639303,0.402795952870744,0.412833025389974,0.123634377087984,0.166559083089667,0.0889377593909048,0.0175308419718511,0.0171251492019164,0.00825205247532501,0.136456817619516,0.0620924316872921,0.016134234470901,0.164440919510845,0.0157423839984061,0.034143223539342,0.0449518180697545,0.0152954843681158,0.0147431795423937,0.0242984683470111
"Longfin squid..S",0.213240532399802,0.121519312377251,0.126712941949223,0.0120395990670851,0.0310214697024055,0.0410530308345169,0.0897264746345788,0.0990559056450087,0.100383782019078,0.177999967326223,0.159528270382406,0.122300867232263,0.241148895895803,0.105965111158677,0.133722456995478,0.295187025364321,0.218154506190567,0.447550049187592,0.136457797986342,0.131782033369828,0.221578159182422,0.321811044125235,0.105902135814981,0.179189996240142,0.0786300492195405,0.0488613107782343,0.239593308274493,0.0886446177034466,0.0872660594474036,0.584400727887415,0.249750789740166,0.0762186380448269,0.152570204164204,0.181717072387135,0.25780570166051,0.254414604404351,0.220153843745456,0.287761629450705,0.246546526488048,0.10097009878325,0.0998835674627994,0.222914663885092,0.160150216910075,0.0626743977402838,0.272874542228281,0.125265365050922,0.0465105799783094,0.12350710913169,0.138747062283999,0.243170360793068,0.324556373823849,0.226052346215597,0.272402793698542,0.280522227893552,0.290323992724246,0.269730221377642,0.176437030551149,0.157005789745658,0.0862443798300373,0.151897411272083,0.0728551785184138,0.048834911214285,0.77394701036845,0,0.0834258251314677,0.0952220572030634,0.032697475237293,0.0260520900958575,0.15412713981572,0.234321381522434,0.69786781524467,0.640233231974334,0.0121729006397155,0.0148152778563067,0.0434732123583672,0.250198143145557,0.105791783271482,0.330291912880065,0.193068617100591,0.127646652041552,0.181468684171089,0.332118005025715,0.228445306375691,0.135535891506405,0.11791573712477,0.093054591742098,0.029453550338661,0.101311757866326,0.194627708553831,0.276144628741254,0.275206437268821,0.262949850337515,0.342411564489733,0.167453549284507,0.126572952365391,0.135387804859321,0.163585121174907,0.147434226671007,0.285499535877159,0.240645259446467,0.354421102218623,0.00817659230665868,0.310384005605312,0.28234483757455,0.129064345098526,0.0433392147974295,0.257134686748673,0.288528963804984,0.207976885375728,0.329193373484161,0.350584704161134,0.332685097744931,0.219155773742002,0.151605076951806,0.120166120726354,0.228535917356373,0.233086731668878,0.221583310393899,0.282048562796954,0.359294597310332,0.141774475693342,0.165078191607991,0.115037027307726,0.020705640613138,0.02299663425343,0.0144382450291906,0.149201896254486,0.0747198983062538,0.0343469484654467,0.158359343145061,0.0214649746937579,0.037909088208754,0.0475247051100326,0.013580550704356,0.0179264128768845,0.0587692199719251
"Longhorn sculpin..M",0.154129687108861,0.0870747946614341,0.282899708728587,0.109981398110899,0.181179436404982,0.161144195431042,0.0678875569497083,0.0531367549088791,0.0896370014416275,0.573455819984408,0.628865670933779,0.317671886826868,0.257723512371154,0.416855812026656,0.318840501460502,0.239615219617172,0.298293044953838,0.127409314031451,0.181252139667423,0.1256249320396,0.287892364526737,0.198534647661261,0.127255070843221,0.51364470336694,0.537409162624723,0.162379661782541,0.487074657173477,0.545432472797566,0.512424061174828,0.164821602458754,0.188719399500535,0.0537364612910086,0.0743434643527183,0.0462556334067618,0.154383306043128,0.128421871886551,0.106428299943605,0.117942026070943,0.0878343628766026,0.156450707235563,0.0680624145548588,0.478517464095613,0.56690590399927,0.360208742851329,0.132860432187711,0.216085249112771,0.163004759970437,0.188175302538913,0.161620179960277,0.0944449571603645,0.304749210747134,0.296973527273637,0.115186469559985,0.125234800959359,0.11766778436401,0.102070472427547,0.213113930130471,0.423027455966042,0.48161684878936,0.255929380918831,0.499162923249348,0.210138423709584,0.0871779391109389,0.0834258251314677,0,0.723928213077924,0.291641991959805,0.0179477453431818,0.510505567323393,0.408151148338244,0.0706363606689917,0.0845084031771156,0.168009675606603,0.206963514893221,0.235118740659513,0.156986534413328,0.0812213261024898,0.209096359865365,0.192014203593571,0.203520651338857,0.205361275943025,0.327839973054171,0.364705029621402,0.259071694322052,0.351417195699895,0.274155078444638,0.168200014447727,0.260298122329657,0.203246206855759,0.232132460733175,0.236974753514632,0.112315696549041,0.205172276494461,0.215957648319484,0.488651539490981,0.491922000625134,0.261173068041432,0.211931464870298,0.205056908573645,0.251398304161038,0.138571228947151,0.15599196906408,0.231260345414865,0.303739294803828,0.143836812685582,0.253824099279504,0.571458972041006,0.475225780937659,0.368052862516527,0.155278930071797,0.22584843202296,0.217969756544013,0.3042028502648,0.355578146942736,0.22656769967625,0.247382049741318,0.123518092128998,0.207684989383309,0.160005212194164,0.225170709212736,0.269491704286101,0.319135487168512,0.189482274571455,0.138225738389,0.175874720872642,0.171196890338632,0.59602237213707,0.478099254375893,0.187600869932886,0.441346003689074,0.116299250224213,0.141416202682866,0.0818291579525077,0.357854772296454,0.222645035983448,0.248727380982383
"Longhorn sculpin..S",0.240270887914717,0.177830413282076,0.327625339154127,0.0671469612035447,0.207270318819703,0.126782535077555,0.110110398802216,0.113902593688863,0.166511156988062,0.531740367405908,0.635222122623058,0.509460413867711,0.214406619718068,0.375548895393718,0.410297319276323,0.222352959449864,0.333354129720463,0.143721536582521,0.274561341410974,0.172607395355049,0.313095680680502,0.206121871632699,0.180159995462448,0.388223014465803,0.48337512329786,0.327712775518147,0.315161110570626,0.375263650761216,0.389994950372062,0.205735867463866,0.282174075688863,0.0845342009072568,0.130987001834814,0.0971269691243734,0.134236578306826,0.107936541095055,0.105805274039686,0.105695986249304,0.130244982871419,0.197900974709481,0.117340519624696,0.329425159888965,0.431047254207953,0.320602666231908,0.132868633425168,0.28652431860883,0.296273283007381,0.319979086215508,0.245607356316036,0.0931517125009038,0.392592261213601,0.421599526726242,0.0812043464642808,0.0916015420978882,0.0961204188052852,0.080368098040808,0.326103031789765,0.368416460784477,0.470153007711722,0.424540539056627,0.545471268939337,0.349524720420634,0.0949589667581846,0.0952220572030634,0.723928213077924,0,0.309115131534016,0.0226027277365957,0.4619052102492,0.503159434203408,0.0803076938045,0.124431010809829,0.156041683262943,0.179147494196853,0.290272309661303,0.234648948055051,0.15957736087496,0.274974685547453,0.227320764076007,0.33882532400415,0.249017158018038,0.315617947366215,0.465238136400656,0.464159759612543,0.41607925350287,0.409515779738177,0.262129863933008,0.334169483904226,0.160952896075663,0.199339135001236,0.242580791595579,0.0817681274725272,0.231430231581966,0.327964530680121,0.29668878828226,0.298734860125617,0.359451861575937,0.390044783840403,0.145377698511652,0.169973747372074,0.182037458265274,0.259871975537809,0.223320766775015,0.476506928770314,0.113887949954169,0.225307964241732,0.457225409623519,0.486341295793475,0.422759597463017,0.127814005562305,0.235115540495937,0.269879240419916,0.302521346588323,0.420739628876002,0.395034605167529,0.240237207607902,0.134535197061142,0.261801982701445,0.140642886165412,0.290975544338573,0.384299814937908,0.436892815731098,0.335288947317715,0.128093541248635,0.191634916466839,0.263765353362924,0.531503567434424,0.560158598962401,0.324677781587029,0.357896756580573,0.107672874091527,0.138523905547443,0.0919115312575105,0.438052106367771,0.320783579005172,0.380042714641218
"Northern kingfish..M",0.0369394155352878,0.0193328745105464,0.0872368842199327,0.0336949368340663,0.135830164126394,0.258504875350582,0.0274655592952772,0.0172702768228749,0.0256340539168868,0.145998517281466,0.223445419142639,0.282458694947258,0.0665824426919925,0.412385550506613,0.451984518892447,0.0678222242446626,0.106941211393149,0.0594330614527481,0.12862443999255,0.0525592306666266,0.0781835013640539,0.106095343763917,0.0695244217199732,0.201511508501036,0.265321704817276,0.139952368338486,0.151725119607912,0.261272348299101,0.267122998035737,0.0591282340307849,0.0664890672984135,0.0173907504758909,0.0290521631802025,0.00579359851807937,0.0749494186779192,0.0567236583097471,0.0692736416336555,0.023271148289468,0.019862010590236,0.105533134433927,0.0296693550737842,0.225038180118443,0.309591909687541,0.219831905354032,0.038490053457628,0.46934288544975,0.383023190996852,0.408582119826294,0.378120544222134,0.0428341391144617,0.133675145433973,0.179370859352658,0.0204050940210448,0.0272849441683671,0.0258692929177523,0.0214684089929459,0.474414192394165,0.242535499164201,0.308902186130329,0.246310744539613,0.408706226934564,0.248858239738518,0.02840469246626,0.032697475237293,0.291641991959805,0.309115131534016,0,0.0110226411652605,0.509321489376249,0.379476152729627,0.0217164407061179,0.022015752090573,0.0470444635481345,0.0919003124816319,0.190701179117586,0.0416049081948674,0.0206505992024679,0.0590470381775985,0.0517374398930043,0.14525357052661,0.0654030775793093,0.0933226054288679,0.1817852609007,0.22268578839275,0.441911370688531,0.395208353083785,0.260222401496743,0.61223382535993,0.0246481793748775,0.0434286846629074,0.0925213379151268,0.0218556349949763,0.056690550325973,0.100267702858366,0.177871446132869,0.210023137365947,0.122254472684114,0.173692481871756,0.0484856954895653,0.0687661309851255,0.048483924164885,0.29778117456342,0.104856260324613,0.202419569845446,0.0686873841687929,0.174956366177828,0.237532844880012,0.24304450184787,0.216190546514863,0.053129445158552,0.125219235871731,0.126759563789052,0.350228783824358,0.549992688751574,0.538765510323644,0.144768719324553,0.0747967521019559,0.13772604053419,0.0320938282711604,0.076774028387193,0.131840351305335,0.212296005773909,0.155804063684214,0.433348153587596,0.618561804835204,0.736062589294879,0.325438072816626,0.386405562625006,0.203010251352838,0.145749647427919,0.665427546959248,0.687481685793289,0.654916995452725,0.521451276686438,0.770288526147593,0.447267367073717
"Northern sand lance..M",0.0281268962785263,0.0348245014722435,0.352184432448827,0.0018239852348686,0.017651524530132,0.0132740417295478,0.710235262097741,0.4683755799134,0.462835718608402,0.012145278713713,0.0229929687358683,0.0427253954298394,0.00608681550257351,0.0143820731962244,0.0709868991911431,0.00450511491521566,0.00569906456457081,0.193626959660152,0.421226716986926,0.472113896904692,0.306137859225276,0.328947695079059,0.302401485786942,0.0135306021672873,0.0205123824857716,0.014912940172941,0.00638875470432665,0.0170310675028281,0.0218717870517112,0.0173298761163801,0.0182354611685487,0.858150293791994,0.675200032214056,0.455148314234041,0.00442190657601593,0.005532096510241,0.0102352790754614,0.00702735655827924,0.00910054453023812,0.0789918641925448,0.127175420226176,0.0124961774242721,0.0146065935313634,0.0146960423044886,0.00877964410324028,0.0217162136132901,0.0318924107214256,0.0331323237781136,0.0310511730488299,0.00568616002641009,0.0200579387866019,0.0217082176421031,0.00448918773083573,0.00482910902058753,0.00503232878850579,0.00514748850099978,0.0237917777073456,0.0176446359754064,0.022056831063908,0.0389257620167099,0.0233849719128465,0.0282647820855979,0.0102394405017708,0.0260520900958575,0.0179477453431818,0.0226027277365957,0.0110226411652605,0,0.0615008577755639,0.0233413088792671,0.00967639948257293,0.0138141594605666,0.00478053135179768,0.00625604640025401,0.0101602034011014,0.0135880740928063,0.0243131098524788,0.0149373363423781,0.0262656416649165,0.0363543172036872,0.00612202288573216,0.0140162436950244,0.0271015862121073,0.0345299746699759,0.0251107908705521,0.0213179780257894,0.0164816016107691,0.0456436190643521,0.00461464593035099,0.00565192251778457,0.00820550985038582,0.0049414107449518,0.0196505993880131,0.0406277675493738,0.011926969927029,0.0117150105504372,0.0232350877485905,0.032847216248086,0.00690287392271416,0.0133297652900184,0.0250397003920627,0.0153667152993252,0.0201502031460332,0.0444090191050672,0.00868750987634559,0.00849450368363502,0.00927776902251443,0.0222094861924246,0.0213343116357553,0.00534159732059925,0.0178456160088937,0.0233333053846928,0.0118086970143311,0.0165865352901947,0.0241240395661264,0.00554317313644415,0.0218152221277871,0.0373261226838133,0.0066836607877151,0.015812897140868,0.0244003079061837,0.0386205515816863,0.0622109214671401,0.0106421863563202,0.0146818053101424,0.0122106403019498,0.0118879167530214,0.0239657313649416,0.0256161419344647,0.00824893157345719,0.0131087260445729,0.013985259615365,0.0312824601924576,0.0117437333071867,0.0207116837112788,0.0188793210085847
"Northern searobin..M",0.183815179236949,0.144520116124912,0.206333506276386,0.136001223937084,0.245096487923533,0.387300498545928,0.177266830397219,0.177192754055386,0.186715139614833,0.25582303029007,0.367085112120035,0.41786115845774,0.168420060325538,0.605580921787672,0.523573897943767,0.182410468202755,0.196821988824366,0.231693907784536,0.291026085440828,0.21080779730437,0.183825485913741,0.29242291303397,0.225658421362304,0.42363840656013,0.480511445439755,0.220237196115748,0.352140228569087,0.515572794539248,0.53058130761191,0.126959370460441,0.221942886306518,0.106799420711687,0.166392715221306,0.117472261897279,0.0698815187242261,0.0730105580460376,0.0798285619107097,0.087366748646548,0.16115349345932,0.186720635604557,0.100661930597475,0.418756899156799,0.504792551485198,0.367330728500078,0.0995758992598857,0.492607779907204,0.415560238194868,0.485782109983351,0.479409356600402,0.0833544743334426,0.255017435913525,0.272079660954275,0.0567275667616642,0.0649977499325911,0.0668237723314472,0.0579476049327716,0.480665192075478,0.360791813336906,0.450958411587366,0.40474876141906,0.614377032182837,0.325705019102181,0.130267557256875,0.15412713981572,0.510505567323393,0.4619052102492,0.509321489376249,0.0615008577755639,0,0.642774348860621,0.0797733280955901,0.0726016835624147,0.163331626672961,0.195665196146194,0.317314685933651,0.138711563890431,0.139782235746016,0.195944109531484,0.196231010426077,0.278961802549554,0.109961330585435,0.250147513893103,0.390194181065614,0.367853068750098,0.621725728678893,0.522434456352493,0.326589297687221,0.519734966614176,0.189335312213966,0.167386392861108,0.137126010891363,0.0624980504446574,0.176400070478123,0.254889881037321,0.432062938065084,0.486612617155717,0.276340304531586,0.312211675678215,0.138843021712111,0.170075243459837,0.195470881860735,0.360551456571668,0.224491363662383,0.391335806952315,0.0983512771983442,0.155383530761371,0.416583770537276,0.443865165212558,0.334533084577226,0.0954768928742528,0.156513594015218,0.209247987189014,0.407206923030318,0.513405233583129,0.498555586340629,0.237979053747834,0.127403622104507,0.219073902179564,0.0938470484159839,0.218162338782895,0.297399353984285,0.310992481082093,0.265057585662318,0.334292107086684,0.412802448128457,0.400875122048288,0.407770581561039,0.478855758772983,0.272217234190633,0.2029384574593,0.321260630808055,0.363518964544189,0.309638575673994,0.440735021180651,0.435171364877798,0.483886164935747
"Northern searobin..S",0.164341402139835,0.150433493810933,0.173037525131293,0.141931579815629,0.266942381025242,0.334361081184631,0.157258449989914,0.146910524529948,0.166556219815333,0.206822602380914,0.331657153979671,0.501494566952294,0.115625632469599,0.513531141099591,0.549648782579385,0.170873664364262,0.197855113468478,0.171134751840399,0.28003000340426,0.201552871964384,0.127383861235587,0.220830825079485,0.211106518169298,0.284308326594123,0.394679623803058,0.371764592560523,0.244570681211802,0.345981269509155,0.367600678532712,0.241533407006347,0.199325805168694,0.091689184278304,0.151905870457084,0.103569374923067,0.0180534890431737,0.0402529058681179,0.0678127193481799,0.109503453107967,0.230875622802261,0.154440847849781,0.0851415187012651,0.248407933343219,0.352051101997347,0.336066579645369,0.0723858382175826,0.440922122406427,0.478574906226001,0.485642557020614,0.421485924796103,0.155613987117512,0.36080898164448,0.314351209877793,0.02694262186562,0.0380137965569981,0.0537254364929119,0.0275612380585156,0.499624031713386,0.299826019212765,0.430638016550907,0.521656523593397,0.721948952033086,0.478354794713249,0.203787337312246,0.234321381522434,0.408151148338244,0.503159434203408,0.379476152729627,0.0233413088792671,0.642774348860621,0,0.161614800363345,0.173232076297127,0.14388083445429,0.177625892768803,0.419265363559359,0.217674543119997,0.157125684408424,0.160894990085848,0.164747322308526,0.286398784204906,0.0907210233341061,0.272585926692616,0.386973621080488,0.462037082291092,0.590259045682051,0.642335670616358,0.421053724076168,0.522134589421243,0.0988643729916409,0.122427732932388,0.111257284317211,0.024974510579555,0.16045182547999,0.244873649010437,0.273225432837534,0.386921852023983,0.26380872736036,0.398554984479399,0.0912036087852685,0.144156442849376,0.296192697489588,0.432493707325956,0.258756520406479,0.444678487641726,0.0485284557248555,0.125994739875002,0.36267987272266,0.379765715327416,0.342458399287937,0.114588185791694,0.223280917393725,0.257297368557859,0.321247783373676,0.442491699153163,0.561494615622007,0.21472368694299,0.095766961067975,0.208566811120284,0.0729598676456948,0.200147707131619,0.323068246520655,0.329222192748357,0.367307844600223,0.263280840990348,0.32871361537319,0.373352123997953,0.403901844452608,0.595763727130577,0.426883339704658,0.183056350934731,0.252605927969001,0.292966100888605,0.245388324188108,0.430490905770828,0.423929407889513,0.52472797258996
"Northern shortfin squid..M",0.118769534073692,0.0594531712130567,0.0563027014989368,0.00353018911971115,0.0245393633575404,0.0258268981347851,0.0250395276080916,0.0348659547539784,0.0362666584798923,0.100772264281705,0.115669110565094,0.0615863918717762,0.099425994863967,0.0874933435415634,0.0941782825474541,0.17038804015867,0.117106572386707,0.209440851600838,0.0642569784822613,0.063079679486764,0.127057914226519,0.128773940533809,0.032785746953096,0.117085230140338,0.0552831945663818,0.0239161304997721,0.108270522988707,0.0668249390704198,0.0673761347384156,0.545313131617967,0.135838577614725,0.0570118694414758,0.0887983282331088,0.113002257365015,0.145584026931208,0.118169175118673,0.131580440254957,0.210657098433358,0.183840093191865,0.0868729312574386,0.0913167095842869,0.110706634211693,0.119547389609221,0.0486465585027602,0.0964303858813985,0.099235429219403,0.0296777725513261,0.0583573155971354,0.0717427705660285,0.271748687984854,0.304832684025999,0.151198501832551,0.112775413298528,0.137888450380762,0.12143615563568,0.107089099415286,0.124720843422522,0.11998126945664,0.0573346303123321,0.0743889840828013,0.0528100133524274,0.0293331606449574,0.570180014274593,0.69786781524467,0.0706363606689917,0.0803076938045,0.0217164407061179,0.00967639948257293,0.0797733280955901,0.161614800363345,0,0.475980612188023,0.000697431467688969,0.00272818449386325,0.0293289006776311,0.267987211058111,0.0393214373776097,0.122552166462358,0.125022175418243,0.0644308086324161,0.115684635085072,0.132505470985675,0.1381065185196,0.0575052334634202,0.0644923030282084,0.0498093481762643,0.0188052292817734,0.0825063942115281,0.0935405021662858,0.107913652960582,0.105911584871197,0.102061092099822,0.129900151739858,0.0969714831312154,0.109050772115994,0.0915993081028075,0.0859705168672333,0.0723989875318544,0.147309381129358,0.128610368016293,0.281313898201912,0.00393883345984869,0.224348658495273,0.13846427617521,0.0934254943131688,0.0339013264351857,0.194613310462431,0.113542496430853,0.16045715840658,0.170015271606499,0.218458146003433,0.157785929890107,0.124756809799678,0.0809054423493459,0.045246912605083,0.111682529826646,0.114388690367417,0.128894755828281,0.12439613254322,0.123142105076197,0.0694281651356253,0.108648181431919,0.0524292372697738,0.0142564755319765,0.0123745440589647,0.00644451832669879,0.0987241486782157,0.05426573480833,0.0164721431421541,0.0996471856128891,0.0111777841028915,0.0299718055418665,0.0432976428113691,0.00784799635758182,0.010087980955056,0.0432974687157373
